CID,INTENSITY,PLEASANTNESS,BAKERY,SWEET,FRUIT,FISH,GARLIC,SPICES,COLD,SOUR,BURNT,ACID,WARM,MUSKY,SWEATY,AMMONIA,DECAYED,WOOD,GRASS,FLOWER,CHEMICAL
16741,74.734693878,23.224489796,1.9387755102,1.0204081633,0.020408163265,5.0612244898,5.9387755102,9.1836734694,1.5102040816,8.2653061224,22.979591837,6.693877551,7.1224489796,12.326530612,8.8775510204,9,10.367346939,4.612244898,4.9387755102,2.1428571429,8.7959183673
17121,55.568181818,35.863636364,1,6.2045454545,4.7954545455,0.38636363636,2.5681818182,3.1136363636,5.1136363636,6.7954545455,3.5227272727,7.0454545455,2.1590909091,7.3636363636,1.9318181818,4.0227272727,6.5227272727,4.3181818182,4.7954545455,3.9772727273,9.5681818182
17525,46.348837209,35.348837209,2.8604651163,7.7906976744,3.8604651163,3.4418604651,3.0465116279,6.2790697674,3.7906976744,18.465116279,4.3953488372,4.488372093,5.3720930233,10.697674419,11.186046512,5.4651162791,12.976744186,1,0.74418604651,1.4186046512,13.976744186
17617,59.446808511,59.446808511,11.191489362,28.276595745,12.978723404,0.31914893617,0.63829787234,12.595744681,2.6382978723,2.914893617,2.3829787234,4.829787234,9.8936170213,5.8510638298,0.14893617021,2.1063829787,0.72340425532,2.4893617021,2.7659574468,8.6170212766,5.3617021277
18554,52.538461538,33.487179487,0.25641025641,5.7948717949,0,0,1.7692307692,5.5897435897,3.5641025641,7.3333333333,9.2051282051,12.153846154,4.9487179487,3.2820512821,1.9230769231,5.8461538462,3.6923076923,1.4615384615,0.17948717949,0.92307692308,36.102564103
18635,75.988888889,24.340425532,5.1063829787,2.0212765957,0.78723404255,13.191489362,6.1914893617,6.8936170213,0.29787234043,21.127659574,4.8723404255,4.5531914894,12.744680851,15.808510638,8.1276595745,8.7234042553,19,1.2765957447,2.3191489362,1.085106383,10.191489362
18827,65.244897959,40.795918367,5.0408163265,7.2448979592,1.7959183673,0.77551020408,0.57142857143,7.5714285714,11.081632653,9.693877551,7.0408163265,9.3469387755,3.9183673469,11.591836735,1.5714285714,5.2040816327,5.9795918367,4.7346938776,5.6326530612,4.6734693878,15.836734694
19310,71.118918919,19.447916667,0.40625,0.33333333333,0,10.083333333,27.166666667,9.9166666667,1.7083333333,17.052083333,9.4895833333,6.90625,6.4166666667,12.84375,7.84375,5.3958333333,16.666666667,1.1041666667,0.79166666667,0.89583333333,11.541666667
21057,84.9375,23.958333333,0.020833333333,5.2916666667,3.4791666667,0.875,6.6875,6.4166666667,3.8125,17.979166667,11.6875,9.4583333333,6.0833333333,9.7708333333,5.5416666667,5.875,4.3125,2.2291666667,4.9583333333,1.6875,35.604166667
21648,47.11627907,49.357142857,5.2380952381,14.380952381,6.2380952381,3,4.2380952381,10.69047619,3.6428571429,7.9523809524,8.3333333333,0.7380952381,5.6904761905,7.7142857143,4.8333333333,2.9761904762,3.9047619048,0.78571428571,1.6428571429,7.880952381,10.047619048
22310,45.125,47.85,0,10.85,4.3,0.125,2.225,1.95,11.85,6.05,4.225,11.575,5.2,5.75,1.475,7.45,3.925,4.35,9.65,8.275,21.7
22873,36.5,44.404255319,1.7234042553,16.468085106,7.7234042553,0.63829787234,0.91489361702,6.2553191489,2.6382978723,6.8723404255,4.8085106383,3.8510638298,3.9574468085,9.6595744681,3.7659574468,4.1063829787,5.1914893617,1.8723404255,4.8723404255,8.7021276596,15.617021277
23235,38.931506849,34.164948454,1.0309278351,10.092783505,4.9587628866,0.54639175258,0.94845360825,4.0206185567,7.9484536082,7.2164948454,9.4329896907,12.278350515,4.6391752577,9.0309278351,1.8865979381,7.4432989691,3.8144329897,5.2371134021,3.5360824742,2.412371134,29.989690722
23642,69.394366197,15.326530612,3.4693877551,1.1020408163,0.14285714286,11.530612245,7.2653061224,8.3673469388,1.612244898,14.755102041,23.571428571,9.1632653061,7.0816326531,20.918367347,5.5102040816,16.632653061,14.142857143,3.2653061224,3.1020408163,0.22448979592,19.816326531
24116,53.891304348,53.065217391,1.7173913043,17.130434783,13.782608696,1.1086956522,2.1956521739,5.1739130435,6.9130434783,4.3260869565,1.652173913,5.5217391304,8.7391304348,8.2391304348,1.347826087,3.6086956522,0.82608695652,1,1.152173913,13.608695652,18.456521739
24197,26.607142857,39,2.7142857143,2.8928571429,4.3214285714,4.5357142857,5.3928571429,6.5357142857,5.4642857143,13.035714286,3.4285714286,7.6428571429,9.3928571429,12.428571429,11.607142857,5.8928571429,2.3571428571,2.6071428571,4.8571428571,3.2142857143,10.25
24513,25.266666667,49.5,1.5869565217,22.282608696,20.891304348,0.021739130435,1.347826087,3.8695652174,9.2608695652,11.565217391,5.9782608696,8.7173913043,3.7173913043,3.3043478261,0.021739130435,2.9130434783,3.4347826087,3,6.5217391304,12.695652174,22.760869565
24834,66.021276596,66.191489362,8.8510638298,40.085106383,18.85106383,0.021276595745,1.2765957447,5.7021276596,4.7021276596,4.5106382979,0.34042553191,2.8085106383,13.914893617,1.4468085106,0.59574468085,2.6382978723,0.72340425532,0.085106382979,1.6595744681,19.085106383,6.6595744681
26331,80.12244898,39.102040816,10.836734694,9.4489795918,0.97959183673,0.38775510204,1.7346938776,6.0408163265,2.3673469388,12.12244898,16.693877551,3.6734693878,9.9591836735,12.489795918,7.2857142857,1.5918367347,5.6326530612,5.2448979592,0.91836734694,1.3469387755,10.040816327
27457,81.020833333,33.104166667,13.0625,10.041666667,0.020833333333,6.0833333333,3.3333333333,5.1041666667,3.5625,10.145833333,17.541666667,2.9791666667,7.3958333333,13.4375,6.5416666667,5.7916666667,10.229166667,11.895833333,1.4375,0.020833333333,10.416666667
27458,54.534246575,33.468085106,1.5106382979,4.829787234,0.48936170213,0.021276595745,1,5.5744680851,6.8936170213,8.3617021277,5.1063829787,6.3829787234,2.4042553191,9.2553191489,4.2127659574,4.1914893617,13.595744681,14.723404255,13.212765957,3.4042553191,12.276595745
31209,55.162790698,44.106382979,0.021276595745,8.7234042553,8.6170212766,0.76595744681,1.6382978723,3.5744680851,8.2553191489,5.2340425532,5.8936170213,5.7234042553,4.5106382979,10.893617021,6.4893617021,5,1.6808510638,5.8085106383,2.7446808511,5.7872340426,13.468085106
31225,52.2,54.575,1.15,19.1,3.075,0,0.55,5.175,0.775,5.175,1.25,4.375,3.525,4.325,6.125,0.925,0.625,3.7,1.575,22.7,17.825
31234,63.512195122,47.292682927,6.2926829268,25.902439024,3.6097560976,0,0.90243902439,7.3414634146,3.0731707317,7.2195121951,0.56097560976,3.6097560976,4.2682926829,8.1707317073,5.1707317073,5.1951219512,2.8780487805,2.2195121951,0.9512195122,10.195121951,3.0975609756
31244,72.14893617,60.191489362,4.2765957447,29.446808511,8.6595744681,0,0,3.4255319149,6.2553191489,2.8085106383,2.085106383,3.2978723404,4.4468085106,4.8936170213,3.4680851064,4.2553191489,0.1914893617,2.5531914894,7.4893617021,9.2765957447,17.29787234
31246,70.081632653,50.06122449,1.306122449,24.081632653,8.8163265306,1.0204081633,0.97959183673,4.7551020408,8.6530612245,5.1020408163,1.0204081633,12.551020408,4.2244897959,4.2857142857,1.3673469388,4.7551020408,1.7551020408,0.12244897959,3.1836734694,2,36.591836735
31249,45.052631579,61.063829787,0.48936170213,34.70212766,20.021276596,0.021276595745,0.8085106383,8.3829787234,9.6808510638,9.0212765957,1.7872340426,4.1914893617,4.1276595745,2.6170212766,0.12765957447,3.3617021277,2.6595744681,3.1914893617,1.6808510638,10.063829787,18.319148936
31252,46.396551724,38.710526316,1.2368421053,5.1842105263,1.1578947368,0.26315789474,1.7368421053,1.5,4.5263157895,5.3421052632,0.68421052632,9.6315789474,3.3421052632,7,4.5,6.7368421053,5.3421052632,1.8421052632,0.94736842105,2.8421052632,26.947368421
31260,62.977777778,51.577777778,10.911111111,31.244444444,12.488888889,1.1777777778,0.022222222222,3.8222222222,1.7555555556,11.2,1.0222222222,1.9555555556,8.6444444444,8.7555555556,4.8666666667,1.5333333333,5.5333333333,1.9333333333,1.5111111111,5.0444444444,10.266666667
31265,76.4375,79.1875,14.9375,58,39.9375,0.33333333333,0.125,8.5208333333,6.4791666667,4.0625,1.0625,3.3125,6.25,0.77083333333,0.47916666667,0.14583333333,0.125,0.45833333333,1.5625,8.8541666667,9.7291666667
31268,25.647058824,44.545454545,0,3.7727272727,0.31818181818,4.1363636364,6.6818181818,4.5909090909,5.3636363636,8.3636363636,4.7272727273,3.6818181818,5.5454545455,9.7272727273,9.2272727273,9.0454545455,2.5909090909,4.5454545455,3.4545454545,0.18181818182,11.363636364
31272,76.479166667,54.416666667,0.41666666667,22.791666667,7.8125,0.020833333333,0.29166666667,1.6458333333,7.7291666667,2.6458333333,1.0416666667,13.375,2.2708333333,2.1041666667,0.64583333333,7.7916666667,0.41666666667,0.29166666667,0.72916666667,8.7708333333,37.0625
31404,18.352941176,51.675675676,2.3513513514,6.7567567568,0.67567567568,0.7027027027,2.972972973,9.4324324324,3.4054054054,4.7567567568,2.3783783784,4.3783783784,11.081081081,7.3783783784,0.91891891892,5.0540540541,0.13513513514,8.4324324324,3.1891891892,3.7297297297,21.405405405
32594,81.06122449,31.571428571,2.8367346939,5.0204081633,0.20408163265,1.4081632653,4.6530612245,13.12244898,2.1224489796,3.5714285714,15.020408163,9.7959183673,8.3469387755,3.4897959184,2.306122449,2.9591836735,3.3265306122,9.2040816327,14.755102041,3.0408163265,11.285714286
36822,58.215189873,56.166666667,11.375,10.083333333,1.4166666667,0.54166666667,3.4791666667,6.6458333333,2.1458333333,4.0416666667,11.895833333,4.25,11.541666667,11.375,5.6041666667,4,2.875,4.375,0.89583333333,0.8125,8.2291666667
60999,55.195121951,30.12195122,2,12.365853659,0.34146341463,1.8536585366,2.8292682927,2.6341463415,1.512195122,13.365853659,3.5365853659,6.4634146341,10.414634146,17.756097561,11.243902439,12.658536585,5.8536585366,4.9756097561,1.3658536585,10.853658537,8.8048780488
61005,31.05,43.5,0,9.5227272727,2.3863636364,0,0.27272727273,6.3636363636,5.1136363636,4.5681818182,2.3181818182,9.3636363636,5.2045454545,8.8181818182,0.38636363636,6.3181818182,4.2272727273,3.7272727273,1.1590909091,10.863636364,29.704545455
61027,29.681818182,35.361702128,2.1276595745,6.9787234043,6.6595744681,3.2978723404,2.1063829787,3.9787234043,5.2340425532,5.2340425532,11.404255319,4.6595744681,11.255319149,10.319148936,2.7021276596,2.9574468085,7.085106383,7.4680851064,0.1914893617,0.51063829787,10.553191489
61048,36.75,48.916666667,2.2916666667,21.958333333,11.666666667,0.1875,0.58333333333,9.7916666667,3.125,9.5,6.8541666667,7.3541666667,5.0416666667,3.2291666667,1.5,1.9583333333,5.2708333333,1.5625,4.7916666667,9,22.375
61052,63.595238095,34.595238095,3.6666666667,7.8095238095,5.7857142857,0.047619047619,0.095238095238,6.5238095238,3.0952380952,16.023809524,6.2619047619,7.1666666667,6.3333333333,12.166666667,9.119047619,14.738095238,8.0476190476,1.6904761905,0.2619047619,4.2857142857,17.428571429
61130,51.75,39.238095238,1.0952380952,7.2142857143,0.02380952381,0.095238095238,1.2142857143,10.428571429,4.2619047619,7.3333333333,5.2619047619,9.0952380952,7.0714285714,14.023809524,4.7142857143,5.2380952381,3.8095238095,5.7619047619,3.5714285714,3.0952380952,25.214285714
61138,82.959183673,14.142857143,0.020408163265,1.4489795918,0.020408163265,2.693877551,4,3.4081632653,0.14285714286,33.836734694,3.2040816327,7.1224489796,7.7755102041,28.632653061,24.285714286,10.653061224,27.06122449,0.97959183673,1.6530612245,0.24489795918,10.571428571
61185,37.48,48.92,4.44,12.68,0.96,0,2.68,3.56,4.6,3.28,0,7.56,2.2,7.12,4.28,1.2,1.24,8.28,7.36,4.08,12.4
61192,66.872340426,36,6.5106382979,3.914893617,2.6170212766,3.7872340426,10.191489362,8.2340425532,0.17021276596,9.6808510638,8.7872340426,0.72340425532,7.5744680851,9.6170212766,5,3.4893617021,7.7021276596,1.4042553191,2.2553191489,0.021276595745,5.085106383
61199,50.121621622,59.815384615,16.215384615,28.2,5.4615384615,0.53846153846,2.6307692308,6.2769230769,5.0461538462,3.2307692308,5.9384615385,2.5692307692,7.1538461538,4.7692307692,1.9538461538,2.9384615385,0.092307692308,3.3538461538,4.0153846154,5.3384615385,8.8615384615
61204,65,60.395833333,2.8541666667,32.895833333,16.666666667,1.5833333333,2.625,5.4375,6.3958333333,7.6875,4.7916666667,4.7291666667,4.0208333333,6.375,2.0625,1.625,3.5,1.4375,2.4583333333,11.5,12.020833333
61209,73.3125,36.551020408,10.224489796,14.857142857,0.36734693878,2.1224489796,1.4897959184,5.3265306122,1.7755102041,6.2040816327,44.857142857,2.7551020408,16.775510204,3.5510204082,2.6734693878,2.7551020408,1.4285714286,6.8979591837,0.14285714286,0.42857142857,12.673469388
61229,56.777777778,73.760869565,34.260869565,52.934782609,6.3913043478,0.021739130435,0.78260869565,5.4347826087,4.3913043478,2,2.652173913,2.5,12.413043478,2.0652173913,0.021739130435,0.021739130435,0.82608695652,2.8043478261,1.3913043478,5.652173913,3.0869565217
61293,59.428571429,48.734693878,1,16.714285714,11.93877551,1.1836734694,2.2040816327,6.5714285714,4.7346938776,7.2040816327,6.6326530612,4.0204081633,7.7142857143,5.0612244898,12.346938776,1.612244898,1.7346938776,2.6734693878,5.7346938776,11.244897959,13.265306122
61325,75.291666667,25.5625,3.6458333333,5.3333333333,0.58333333333,0.020833333333,2.5208333333,4.8333333333,2.3125,24.229166667,7.0625,9.1041666667,5.2083333333,14.5,9.5833333333,4.5208333333,3.3541666667,3.3125,3.875,0.375,20.729166667
61331,63.627906977,40.854166667,1.5833333333,11.875,1.3541666667,1.3125,1.1458333333,7.625,4.8541666667,5.0208333333,5.2708333333,6.1041666667,6.8333333333,12.354166667,6.3541666667,12.895833333,4.25,0.97916666667,4.6458333333,14.479166667,22.833333333
61337,60.14893617,32.787234043,0.042553191489,3.4893617021,4.0638297872,3.2553191489,2.1489361702,9.4255319149,3.3617021277,5.6808510638,6.3191489362,5.3617021277,4.1914893617,10.106382979,0.31914893617,2.1914893617,12.489361702,3.5957446809,2.8510638298,0.53191489362,22.765957447
61386,21.9,32.909090909,2.3636363636,10.409090909,0.59090909091,2.5,1.5681818182,7.0909090909,2.25,11.840909091,7.7272727273,4.2045454545,6.3409090909,13.613636364,8.3636363636,1.5227272727,9.2045454545,3.5681818182,1,0.52272727273,13.272727273
61408,70.511111111,50.555555556,3.4222222222,23.222222222,8.9777777778,0.66666666667,1.7555555556,3.8222222222,5.9111111111,7.8222222222,4.7111111111,9.2888888889,6.4666666667,7.7333333333,3,5.6888888889,8.6888888889,2.1333333333,0.46666666667,3.5333333333,17.822222222
61527,50.014705882,32.586956522,5.8913043478,12.239130435,1.347826087,0.5,1.4565217391,2.5,5.3695652174,3.5217391304,9.8260869565,3.9565217391,5.1739130435,13.347826087,3.9782608696,8.1956521739,7.8043478261,7.5217391304,4.847826087,1,12.739130435
61641,28.491525424,43.178571429,0.35714285714,8.9642857143,0.035714285714,0.67857142857,3.0714285714,6.2857142857,4.3928571429,12.214285714,9.9642857143,7.5357142857,4.2142857143,4.6785714286,2.1428571429,2.6785714286,3,9.4285714286,3.75,1.0714285714,8.3214285714
61653,56.0875,33.479166667,7.0833333333,8.7083333333,1.2916666667,0.375,2.0416666667,3.2916666667,1.4583333333,5.4166666667,8.0416666667,3.375,5.7083333333,7.0833333333,3.9375,3.9583333333,9.5625,5.875,9.5416666667,2.2083333333,10.354166667
61659,79.020833333,19.8125,6.1875,2.5208333333,0.020833333333,5.5833333333,5.7083333333,3.5625,0.875,12.291666667,29.729166667,8.2083333333,6.6875,16.9375,8.6458333333,8.2916666667,15.166666667,1.8333333333,2.2291666667,0.020833333333,14.020833333
61670,40.736842105,46.714285714,15.452380952,4.4285714286,0,0,6.2857142857,8.5714285714,2.4523809524,5.7142857143,6.4047619048,3.3095238095,7.8333333333,9.880952381,5.0476190476,0.57142857143,2.4761904762,3.3571428571,0.19047619048,2.0952380952,3.0714285714
61809,79.229166667,23.791666667,5.5625,11.854166667,2.3541666667,3.0208333333,7.0833333333,6.0416666667,1.7916666667,17.291666667,12.208333333,11.3125,4.5208333333,10.5625,2.2916666667,6,5.25,2.2708333333,3.1458333333,2,23.041666667
61918,80.020408163,24.836734694,6.1836734694,5.7959183673,0.30612244898,0.55102040816,1.387755102,5.3469387755,4.4693877551,8.7755102041,11.428571429,4.7142857143,11.224489796,18.653061224,10.632653061,9.9183673469,16.020408163,10.775510204,8.7959183673,1.2857142857,18.693877551
61945,30.324324324,45.571428571,1.619047619,9.7142857143,1.4285714286,0,2.5714285714,6.619047619,11.80952381,3.0952380952,10.19047619,4.4761904762,4.380952381,13.80952381,2.1904761905,1.2857142857,3.4761904762,3.7142857143,5.5714285714,2.3333333333,7.0952380952
62087,38.2,41.5,7.15625,7.5,0,2.46875,2.59375,3.25,9.71875,11.71875,5.9375,6.65625,6.75,7.71875,2.46875,20.125,8.9375,0,0,4.34375,8.28125
62144,87.309278351,22.166666667,4.4583333333,4.125,0.020833333333,6.0416666667,17.6875,8.6666666667,0.5,12.875,37.416666667,7.1041666667,14.958333333,11.083333333,4.0625,7.5625,14.270833333,9.0625,1.1875,1.5625,8.9375
62332,19.466666667,58.485714286,1.5714285714,19.342857143,2.2285714286,1.2857142857,0.4,6.6571428571,4.2285714286,4.3428571429,0.71428571429,2.1714285714,8.8571428571,2.0571428571,0.71428571429,0,1.7428571429,0.31428571429,4.2571428571,11.628571429,14.2
62374,50.348837209,45.930232558,0.023255813953,9.3953488372,7.4418604651,1.0930232558,1.511627907,5.0930232558,6.1627906977,9.976744186,0.53488372093,4.2558139535,4.8837209302,8.6279069767,3.1162790698,2.7209302326,3.6744186047,3.7674418605,6.7441860465,6.1395348837,15.046511628
62375,69.041666667,35.270833333,0.083333333333,6.6666666667,2.1875,1.0833333333,3.5,5.375,6.5416666667,10.229166667,1.6875,13.5625,4.9791666667,7.1875,3.9791666667,9.4583333333,4.625,1.1875,4.5,3.8333333333,28.083333333
62378,62.85106383,45.85106383,0,10.595744681,5.7234042553,0.42553191489,1.6808510638,12.191489362,4.4468085106,2.6595744681,4.9574468085,4.1489361702,5.0425531915,4.4893617021,1.8936170213,4.1489361702,1.8723404255,1.3617021277,7.6170212766,11.489361702,14.617021277
62444,92.0625,4.2916666667,0.041666666667,1.2291666667,1.4791666667,10.354166667,8.375,5.9166666667,3.0833333333,34.333333333,6.7916666667,9.1458333333,4.8958333333,13.875,13.520833333,11.958333333,50.9375,2.1041666667,2,1.0416666667,8.2916666667
62580,30.36,50.8,1,15.08,5.12,0,1.2,2.2,4.84,19.84,3.72,2.56,6.88,12.04,7.6,3.04,2.6,0,0,9.96,15.08
62725,49,41.955555556,0.044444444444,5.5555555556,4,3.4444444444,1.9777777778,6.7111111111,5.9111111111,6.6,4.6444444444,9.7111111111,3.0666666667,3.0666666667,1.6222222222,6.3777777778,2.3555555556,4.7333333333,6.0222222222,3.1333333333,30.133333333
62835,59.617283951,60.604166667,17.541666667,33.291666667,3.4583333333,0.375,3.1041666667,12.354166667,2.1041666667,2.8125,7.1041666667,2.1875,8.4791666667,3.8333333333,0.875,1.5208333333,2.5625,3.4583333333,2.6875,4.1041666667,3.9375
62900,72.333333333,68.791666667,13.125,38.6875,17.75,0.020833333333,2.5625,7.8333333333,3.5833333333,0.83333333333,1.1666666667,0.5625,10.020833333,4.4791666667,0.020833333333,0.020833333333,1.0416666667,3.4166666667,0.6875,10.770833333,8.6041666667
62902,61.520833333,74.791666667,4.1145833333,55.302083333,36.979166667,0.020833333333,0.010416666667,1.375,5.4479166667,7.2916666667,0.10416666667,3.0208333333,7.7604166667,0.54166666667,0.23958333333,0.15625,1.0729166667,0.041666666667,1.21875,16.427083333,8.4375
69963,62,49.682926829,1.2926829268,12.073170732,7.6097560976,1.8292682927,1.3902439024,2.8048780488,3.7317073171,7.5609756098,2.8292682927,2.6341463415,6.1219512195,5.7804878049,1.8292682927,3.3414634146,0.90243902439,1.8048780488,18.414634146,14.707317073,8.9024390244
78925,77.895833333,34.479166667,4.9166666667,2.0833333333,0.020833333333,8.1458333333,31.9375,16.4375,3.0208333333,15.354166667,3.8958333333,2.6458333333,5.9375,11.5,8,3.9583333333,9.4166666667,0.29166666667,0.89583333333,1.0208333333,6.1041666667
82227,59.666666667,45.6,0.97777777778,6.1777777778,2.3555555556,0.62222222222,0.93333333333,9.5555555556,4.0222222222,5.0222222222,4.4444444444,7.6,5.4444444444,1.6888888889,1.9555555556,4.1555555556,0.93333333333,4.3555555556,4.6666666667,4.6666666667,26.422222222
85522,82.333333333,19.229166667,0.14583333333,1.7916666667,0.33333333333,11.083333333,15.875,13.520833333,4.3541666667,22.229166667,6.4375,5.7708333333,5.7708333333,10.770833333,8.0625,14.1875,18.5,0.20833333333,0.47916666667,0.45833333333,16.770833333
88454,61.266666667,53.733333333,1.1111111111,27.733333333,17.222222222,0.022222222222,1.5777777778,2.4,3.0222222222,2.8222222222,1.8666666667,3.0666666667,3.5777777778,3.8888888889,0.75555555556,2.4222222222,4.6444444444,2.5555555556,2.5111111111,5.2,14.622222222
89440,29.066666667,68.782608696,1.2826086957,27.434782609,4.5652173913,0.021739130435,1.0869565217,5.0217391304,4.9130434783,2.8913043478,0.63043478261,2.8695652174,5.6086956522,9.3043478261,0.21739130435,3.1739130435,4.2826086957,3.9347826087,6.7173913043,30.413043478,11.282608696
92979,63.947368421,29.157894737,0.026315789474,1.3684210526,0.026315789474,0.34210526316,0.31578947368,9.7368421053,9.0789473684,7.6578947368,6.4736842105,15.078947368,5.5526315789,11.894736842,8.2894736842,14.157894737,4.7894736842,2.8157894737,0.71052631579,0.026315789474,31.131578947
93375,59.511111111,43,1.9777777778,10.666666667,10.355555556,0.8,0.088888888889,5.8666666667,5.7111111111,16.911111111,4.4222222222,7.3777777778,1.7777777778,9.0888888889,3.3111111111,4.1777777778,3.0222222222,7.9111111111,10.377777778,2.8444444444,15.511111111
98330,87.979166667,17.734693878,4.7346938776,2.1836734694,1.3673469388,12.102040816,8.0408163265,4.1428571429,2.3673469388,14.612244898,31.693877551,3.3673469388,7.1428571429,8.3673469388,8.1428571429,5.306122449,22.918367347,0.83673469388,0.26530612245,0.020408163265,9.4489795918
101010,53.253731343,39.760869565,3.7608695652,11.282608696,15.173913043,3.8043478261,5.5434782609,5.6956521739,2.1956521739,13.760869565,7.1956521739,5.5434782609,6.6304347826,11.043478261,11.086956522,7.8260869565,4.7608695652,2.4130434783,2.5217391304,2.6304347826,15.891304348
101604,56.022222222,72.222222222,9.4666666667,48.555555556,32.377777778,0,0,7.5333333333,5.5777777778,4.0666666667,1.1111111111,1.4444444444,11.088888889,1.6222222222,1.2888888889,0.71111111111,1.9111111111,1.7333333333,4.3111111111,11.911111111,8.5333333333
104721,85.265306122,32.489795918,9.4285714286,11.081632653,0.24489795918,1.6734693878,2.5102040816,4.2244897959,4.3469387755,10.836734694,19.387755102,11.040816327,5.7346938776,15.510204082,5.2448979592,8.2448979592,10.244897959,16.224489796,2.1632653061,0.40816326531,14.673469388
106997,73.934782609,38.413043478,1.5217391304,3.152173913,3.4565217391,0.021739130435,0.36956521739,5.1956521739,4.4565217391,7.347826087,3.9347826087,6.8695652174,3.1304347826,8.2608695652,1.9565217391,10.413043478,4.347826087,7.6956521739,23.760869565,3.7608695652,16.52173913
145742,59.35,26.87755102,3.4897959184,6.9795918367,2.7755102041,4.2448979592,7.9591836735,1.7346938776,0.10204081633,12.510204082,14.673469388,6.0204081633,11.142857143,17.897959184,10.816326531,13.959183673,10.326530612,4.1020408163,0.67346938776,3.2040816327,13.408163265
159055,63.4,49.87755102,0.061224489796,3.4081632653,1.6530612245,1.0816326531,2.4081632653,9.3265306122,14.102040816,4.1632653061,0.12244897959,11.979591837,8.4489795918,4.2040816327,0.020408163265,14.306122449,0.73469387755,1.5102040816,4.8571428571,3.5510204082,42.734693878
165675,50.926829268,56.87755102,1.0204081633,15.489795918,2.2857142857,0.28571428571,0.67346938776,7.1428571429,18.408163265,2.0408163265,1.9387755102,8.1632653061,5.693877551,0.57142857143,0.16326530612,2.6530612245,0.48979591837,0.59183673469,7.1020408163,6.4285714286,33.040816327
170833,24.217391304,54.673469388,2.8367346939,14.551020408,2.0816326531,0.4693877551,0.24489795918,11.571428571,14.673469388,3.9795918367,2.5102040816,10.551020408,2.612244898,2.0816326531,0.61224489796,7.2448979592,1.6326530612,0.73469387755,5.4897959184,6.5510204082,39.653061224
220674,27.296296296,60.217391304,1.4565217391,15.336956522,3.4239130435,0.60869565217,1.25,14.445652174,7.2717391304,4.1956521739,3.9565217391,7.4782608696,7.347826087,2.0434782609,0.086956521739,2.5760869565,3.6630434783,12.347826087,8.2826086957,7.6630434783,16.282608696
228769,27.642857143,40.821428571,0.75,2.7857142857,2.5714285714,3.8928571429,7.0714285714,3.8928571429,5.5,10.428571429,6.3214285714,1.5,1.6071428571,8.1428571429,6.9285714286,4.6428571429,1.5357142857,5.9642857143,2.6071428571,5.7857142857,7.1785714286
235414,23,72.47826087,4.2173913043,32.695652174,5.0652173913,0.021739130435,0.021739130435,2.5217391304,4.5,0.021739130435,0.021739130435,0.95652173913,7.8695652174,3.8913043478,0.95652173913,0.63043478261,1.4130434783,2.3260869565,1.847826087,33.934782609,10.695652174
246728,70.595744681,49.680851064,3.1063829787,23.170212766,12.787234043,0.021276595745,2.1489361702,2.9361702128,1.7872340426,8.1276595745,1.8723404255,7.8510638298,3.5957446809,5.7872340426,4.4893617021,3.0425531915,4.4468085106,7.6170212766,3.1489361702,5.3191489362,21.234042553
439570,72.102040816,78.408163265,0.79591836735,42.489795918,7.5306122449,0.020408163265,0.020408163265,11.734693878,12.918367347,1.8571428571,0.71428571429,1.3673469388,3.7755102041,0.69387755102,0.59183673469,0.020408163265,0.85714285714,1.0816326531,3.612244898,5.9387755102,8.8163265306
440967,30.413793103,49.591836735,0.020408163265,8.1224489796,1.6734693878,0.020408163265,0.81632653061,11.265306122,11.551020408,5.306122449,2.7142857143,8.8979591837,10.918367347,2.0204081633,0.44897959184,8.4489795918,3.7959183673,12.06122449,10.306122449,7.8979591837,31.87755102
444539,58.181818182,53.816326531,22.755102041,29.224489796,4.2653061224,2.4897959184,2.2653061224,15.93877551,0.57142857143,6.4081632653,3.2857142857,4.387755102,13,8.0408163265,4.2857142857,3.6734693878,4.6326530612,0.95918367347,3.0204081633,5.9591836735,6.7346938776
444683,15.153846154,51,2.6538461538,12.076923077,2.5384615385,0,0.73076923077,4.6923076923,3.8076923077,3.2307692308,2.2307692308,0.38461538462,7.0384615385,7.0384615385,0.076923076923,1.1153846154,2.4615384615,7.7307692308,1.8076923077,2.8461538462,10.230769231
444972,18.833333333,37.428571429,0.2619047619,6.0476190476,2.2380952381,0.19047619048,1.9047619048,5.6904761905,1.4761904762,18.857142857,5.0714285714,4.0238095238,4.5714285714,8.9047619048,8.3571428571,3.8095238095,4.9523809524,5.619047619,1.5238095238,3.4761904762,11.19047619
519539,84.673469388,23.93877551,0.57142857143,2.5306122449,3.1428571429,0.32653061224,5.4081632653,10.897959184,0.10204081633,17.755102041,9.0612244898,16,7.8571428571,11.612244898,7.7755102041,9.1020408163,7.2040816327,4.5102040816,17.408163265,4.1632653061,24.816326531
520191,79.244897959,26.87755102,2,6.9591836735,1.9183673469,5.2448979592,2.3469387755,5.4693877551,2.1224489796,10.93877551,5.2653061224,10.795918367,4.1836734694,19.428571429,9,13.306122449,14.857142857,3.6734693878,2.5714285714,3.6326530612,18.183673469
