Mixture Label,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID
344,177,7632,7848,460,22386,16666,8130,5634,6654,7410,12232,7966,31272,6054,11552,11002,8797,7150,8025,10976,0,0,0,0,0,0,0,0,0,0
345,6590,62465,7344,10976,0,12232,15380,22311,7590,31265,0,7410,18827,1060,7991,7762,10890,8030,31249,10430,0,0,0,0,0,0,0,0,0,0
346,6590,62465,7344,10976,0,6184,2879,1140,62444,637566,5281168,240,8051,7966,3776,31276,62336,14286,7460,25137858,0,0,0,0,0,0,0,0,0,0
347,22311,176,1031,8918,7150,22873,454,8130,180,7590,7848,7410,19789253,62465,5283349,0,7519,8103,5634,6544,3776,6184,12473,1140,8051,2758,31244,8842,7799,7731
348,22311,176,1031,8918,7150,22873,454,8130,180,7590,14100,1146,637566,6549,997,10821,31265,11552,7632,8030,8091,2879,7762,62433,7714,66328,6989,8892,10882,10722
349,22201,8635,0,5283349,7150,8103,180,66328,7966,6184,6736,6448,637511,240,10890,5634,31249,5373603,8030,14100,0,0,0,0,0,0,0,0,0,0
350,6989,0,7600,10976,7344,6982,8892,22873,8025,11552,12741,7710,8048,1031,6590,6544,7731,2758,12473,264,0,0,0,0,0,0,0,0,0,0
351,14286,14100,12232,8048,7848,11002,5281515,12367,12178,10882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,14286,14100,12232,8048,7848,11002,5281515,12367,12178,7410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,7799,6561,16666,7966,5634,7731,22873,6184,7632,14286,22311,6448,62444,7344,6654,5283349,798,261,7710,12020,0,0,0,0,0,0,0,0,0,0
354,7799,6561,16666,7966,5634,7731,22873,6184,7632,14286,22311,6448,62444,7344,6654,5283349,798,261,7710,12473,0,0,0,0,0,0,0,0,0,0
355,12473,31244,25137858,11124,8025,5283349,6501,10890,997,2879,240,31265,22873,7731,637511,6989,12180,637566,1060,7710,10882,8091,66328,8842,6561,8030,180,12020,16666,4133
356,12473,31244,25137858,11124,8025,5283349,6501,10890,997,2879,240,31265,22873,7731,637511,6989,12180,637566,1060,7710,10882,8091,66328,8842,6561,8030,180,12020,16666,7410
357,261,12180,12473,22386,31265,8186,16666,6590,31272,24915,8918,8030,11002,6654,326,6989,7165,7799,2969,61138,0,0,0,0,0,0,0,0,0,0
358,261,12180,12473,22386,31265,8186,16666,6590,31272,24915,22873,7710,7991,22311,5281515,460,7731,11509,180,8118,0,0,0,0,0,0,0,0,0,0
359,19789253,22311,10821,7150,10560,7165,19310,6544,11552,16666,1068,62465,24915,5281168,2879,1140,6054,0,14286,7685,0,0,0,0,0,0,0,0,0,0
360,19789253,22311,10821,7150,10560,7165,19310,6544,11552,16666,1068,62465,24915,5281168,2879,1140,6054,0,14286,3776,0,0,0,0,0,0,0,0,0,0
361,7059,7848,8918,2969,31276,62465,454,11509,6989,24915,7685,8051,31265,7799,16666,2758,0,6590,66328,31272,14100,7714,7410,10722,8148,7762,12473,31244,8186,1146
362,7059,7848,8918,2969,31276,62465,454,11509,6989,24915,264,7731,12020,5634,12367,0,10430,12348,7600,798,7991,176,637566,2879,6184,19789253,180,261,8118,0
363,997,261,8186,7762,8892,7344,15380,0,7966,6590,5281168,5283349,66328,460,7731,2969,11552,31265,18827,62433,0,0,0,0,0,0,0,0,0,0
364,997,261,8186,7762,8892,8130,22386,637566,12367,7150,3776,454,7519,22873,19789253,6989,10976,24915,4133,5634,0,0,0,0,0,0,0,0,0,0
365,10890,7590,62336,10430,12473,6501,10722,66328,4133,7519,6054,22873,12367,8148,5281515,8051,1060,8635,14896,7731,2758,176,61016,8186,31265,11552,7762,6654,8797,7059
366,10890,7590,62336,10430,12473,6501,10722,66328,4133,7519,6054,22873,12367,8148,5281515,8051,1060,8635,14896,7731,16666,6448,6561,8892,7165,31244,12741,8025,1068,31276
367,19789253,31244,19310,637511,1146,22201,2969,5281168,66328,7410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,19789253,31244,19310,637511,1146,22201,7632,18827,22386,10722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,62444,11552,8148,8118,15380,6654,6549,6989,4133,264,10882,1060,997,16666,22311,6448,261,8030,7685,7991,3314,177,6054,78605,22873,6736,12180,8186,14896,62336
370,12741,5373603,10821,7059,7710,7799,7150,31249,62465,7966,1031,19310,7749,326,31244,0,798,8051,5283349,11124,8130,22386,6544,5281515,6501,637566,8091,8048,7363,7519
371,0,6448,7749,31249,4133,8048,12473,3314,78605,62433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,0,6448,7749,31249,4133,8048,12473,3314,78605,6054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,8130,5373603,0,2969,8148,2879,7762,8186,6654,3776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,8130,5373603,0,6448,11124,22386,78605,10976,61138,8635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,997,2758,62336,7731,7165,1146,5634,7632,1140,6590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,997,2758,62336,7731,7165,1146,11552,11509,22386,12367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,10560,177,2969,3314,264,2879,7165,1060,31249,8025,798,8118,8797,176,0,7714,0,19789253,12741,7749,0,0,0,0,0,0,0,0,0,0
378,10560,177,2969,3314,264,2879,7165,1060,31249,8025,22873,8091,6501,6054,180,22386,18827,240,62444,6654,0,0,0,0,0,0,0,0,0,0
379,31272,7731,8025,1031,6501,8918,454,12473,1140,6736,240,177,7583,798,18827,62433,7799,8635,7363,5634,7410,12178,8130,7848,11124,8797,24915,8118,10821,31276
380,31272,7731,8025,1031,6501,8918,454,12473,1140,6736,240,177,7583,798,18827,62433,7799,8635,7363,5634,16666,5281515,7991,62336,8048,19789253,10976,25137858,8030,11002
381,11552,326,12367,22311,62433,8797,24915,61016,14896,62444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,11552,326,12367,22311,62433,8797,24915,61016,14896,7848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,6549,326,2969,11002,7966,14286,180,16666,637511,7714,8030,11552,6544,12180,12232,7762,7685,7710,2758,61016,0,0,0,0,0,0,0,0,0,0
384,6549,326,2969,11002,7966,14286,180,16666,637511,7714,8030,11552,6544,12180,12232,12020,12367,10882,4133,264,0,0,0,0,0,0,0,0,0,0
385,240,6054,31265,7714,5283349,12741,8025,6561,7848,637566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,240,6054,31265,7714,5283349,12741,1060,11552,22386,7165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,240,7059,10890,8030,10430,8148,14100,8892,8118,6054,2758,7344,6989,19310,12473,0,637566,18827,62444,6184,0,0,0,0,0,0,0,0,0,0
388,7583,2969,454,10722,11509,7410,6736,180,7632,19789253,8048,10976,1060,7710,997,12178,31276,7966,326,8186,0,0,0,0,0,0,0,0,0,0
389,6549,12232,0,10722,12178,14286,24915,261,7991,7762,3314,31244,637566,5281168,7059,264,0,6989,798,78605,0,0,0,0,0,0,0,0,0,0
390,11002,62444,22201,7714,1140,12741,0,177,22386,10821,10882,1060,8048,5634,6054,7150,61016,6501,10976,4133,0,0,0,0,0,0,0,0,0,0
391,6590,637511,10890,3776,8025,176,31249,7799,7519,8103,10430,10882,0,8118,12741,454,61138,6501,2879,31272,62336,12180,8130,14100,0,31276,12178,7685,6054,78605
392,6590,637511,10890,3776,8025,176,31249,7799,7519,8103,10430,10882,0,8118,12741,454,61138,6501,2879,31272,62336,12180,8130,14100,0,31276,12178,7685,6054,5634
393,10430,22873,7731,11002,62336,5281168,0,8635,31249,7991,24915,31276,25137858,62465,1068,8918,7600,3776,78605,61138,0,0,0,0,0,0,0,0,0,0
394,10430,22873,7731,11002,62336,798,7710,62433,12367,12232,19310,22386,10890,177,460,7583,264,12180,10821,7966,0,0,0,0,0,0,0,0,0,0
395,11552,14896,7150,31244,176,15380,7460,8130,7685,10560,16666,8048,12473,637566,12348,2879,8030,2758,19789253,22386,0,0,0,0,0,0,0,0,0,0
396,11552,14896,7150,31244,176,10722,454,6054,10976,7059,62444,10430,78605,31272,1068,5373603,7848,177,8025,61138,0,0,0,0,0,0,0,0,0,0
397,31265,5281168,7991,11552,7059,8103,637566,22873,11509,31244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,31265,5281168,7991,6982,6184,22386,8842,22201,8186,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,66328,6544,7460,6501,6654,6054,1068,10890,8797,7059,12367,6982,7685,6989,19310,25137858,5634,8051,997,7590,78605,8186,7363,11002,8842,8103,7150,14100,7583,31272
400,62444,8892,5283349,7410,7600,7344,62433,7165,326,16666,10821,8091,12020,180,176,460,0,6184,177,61138,0,22311,15380,1146,5281515,3776,2758,31276,12473,10430
401,6544,7685,8103,0,62465,7600,2969,7590,0,10430,66328,61016,7460,19310,8186,11552,7410,2758,637566,6989,19789253,8148,637511,12741,7991,6054,62433,6590,460,6736
402,24915,6982,11509,177,1146,31244,31265,11124,8130,15380,3314,7344,7519,180,6654,7731,1031,14896,10722,8892,16666,12232,8842,454,7150,8118,12473,12348,1140,8091
403,6544,0,11509,8130,7363,22873,12741,6736,7600,7749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,2758,180,22386,16666,12180,7150,22311,31276,11002,8103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,11002,14896,31276,10821,8148,12178,240,12180,11509,6989,1146,7344,11552,6982,19310,14100,2758,22311,7731,2879,0,0,0,0,0,0,0,0,0,0
406,11002,14896,31276,10821,8148,12178,240,12180,11509,6989,1146,7344,11552,6982,19310,8051,7410,7590,8130,61016,0,0,0,0,0,0,0,0,0,0
407,6549,14286,10976,6561,6982,7731,10890,19789253,12367,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,6549,14286,10976,6561,6982,7731,14896,12178,22386,6989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,10976,7363,18827,6501,7685,3776,14100,15380,12020,14286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,1060,6544,22386,7749,8051,5283349,3314,8130,7991,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,12367,7848,12348,6590,240,5373603,11002,8186,5281515,2758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,12367,7848,12348,6590,240,5373603,11002,8186,5281515,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,31265,5283349,637566,8918,5634,460,12178,6982,7344,240,7363,10722,7632,7991,7966,8842,0,10882,8186,7583,0,0,0,0,0,0,0,0,0,0
414,31265,5283349,637566,8918,5634,460,12178,6982,7344,240,7363,10722,7632,7991,7966,176,14100,0,66328,12473,0,0,0,0,0,0,0,0,0,0
415,8892,6544,7799,62444,11002,7519,62336,7600,8030,24915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,8892,6544,7799,22311,7165,22386,1068,14896,7714,12741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,7410,31272,6590,0,6561,8103,61138,11509,2879,7749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,7410,31272,6590,0,6561,8103,12741,22311,22386,31276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,18827,8130,12473,176,264,4133,62444,637566,2879,12367,7519,7363,6982,8025,5281515,6736,8918,7848,12180,1060,0,0,0,0,0,0,0,0,0,0
420,18827,8130,12473,176,264,4133,62444,637566,2879,12367,10722,8797,6989,10430,31244,31276,8103,7344,6549,78605,0,0,0,0,0,0,0,0,0,0
421,7344,6989,12473,2758,261,7150,31272,3776,8103,10890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,7344,6989,12473,326,6184,22386,22201,7685,25137858,66328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,264,7165,8148,25137858,5283349,2758,8635,0,31265,6054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,264,7165,8148,25137858,5283349,2758,8635,0,31265,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,7150,6054,66328,6561,61016,6549,3314,6501,7749,1060,454,31249,2758,8148,798,6989,62433,7966,7590,10430,0,0,0,0,0,0,0,0,0,0
426,12178,15380,7632,22873,61138,31272,460,7991,637566,7600,11002,19310,10890,7799,10722,177,6184,10976,22311,12020,0,0,0,0,0,0,0,0,0,0
427,8130,176,62433,637511,10882,2969,10821,7165,10722,7600,11552,14896,7583,6448,8030,8048,7460,31265,6544,8635,0,0,0,0,0,0,0,0,0,0
428,8130,176,62433,637511,10882,2969,10821,7165,10722,7600,11552,14896,7583,6448,8030,8048,7460,31265,6544,10430,0,0,0,0,0,0,0,0,0,0
429,637511,6590,12020,6654,62433,8030,12348,264,7363,176,8091,6736,7590,16666,66328,7966,12367,12178,19310,22873,7714,8025,6501,10976,6989,62336,2969,8148,326,7600
430,637511,6590,12020,6654,62433,8030,12348,264,7363,176,8091,6736,7590,16666,66328,7966,12367,12178,19310,22873,7714,8025,6501,10976,6989,62336,2969,8148,326,1060
431,2969,7632,6989,7991,6549,7799,2758,7600,1068,8025,14100,0,12741,8918,326,8051,176,8118,62444,62465,0,0,0,0,0,0,0,0,0,0
432,31244,454,7966,62433,18827,7714,19310,10722,7685,61138,8842,15380,12020,264,6561,798,997,12232,0,6184,0,0,0,0,0,0,0,0,0,0
433,8048,7762,10976,31265,8797,8842,1031,460,31249,11124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,8048,7762,10976,31265,8797,8842,1031,460,31249,19789253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,637511,12180,31249,12020,10430,22386,62465,180,460,7590,22201,14100,11124,5281515,10882,7632,19789253,7731,7714,7519,240,16666,177,12178,7059,7460,6549,8842,0,8118
436,637511,12180,31249,12020,10430,22386,62465,180,460,7590,22201,14100,11124,5281515,10882,7632,19789253,7731,7714,7519,7583,6590,261,6654,7600,14286,18827,2969,7410,7749
437,5281168,14100,7410,31265,10821,180,8103,7165,14286,8148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,5281168,14100,7410,10976,8186,22386,6549,5283349,8048,7059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,6549,8842,6501,2758,14286,6448,7632,0,7685,8186,31265,8797,12741,19310,12367,15380,6989,7600,8051,460,0,0,0,0,0,0,0,0,0,0
440,6549,8842,6501,2758,14286,6448,7632,0,7685,8186,22311,8918,5283349,11124,10722,31244,7762,31272,7590,8118,0,0,0,0,0,0,0,0,0,0
441,6989,0,7749,460,3776,12020,12180,997,7519,8130,5373603,10722,16666,7799,10821,5281168,5634,0,7710,8842,0,0,0,0,0,0,0,0,0,0
442,6989,0,7749,460,3776,12020,12180,997,7519,8130,5373603,10722,16666,7799,10821,5281168,5634,0,7710,7632,0,0,0,0,0,0,0,0,0,0
443,2969,10821,0,2879,15380,240,1060,14286,2758,6501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,2969,10821,0,12741,61016,22386,176,8048,22873,7059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,12367,0,7460,11509,10821,8048,1031,10882,264,7966,8025,0,61016,5373603,10560,7363,3776,7710,0,6448,7731,15380,4133,5281515,7583,2969,8148,22873,8103,7344
446,12367,0,7460,11509,10821,8048,1031,10882,264,7966,3314,7150,11002,12741,22311,261,2758,7762,10430,5281168,16666,12232,1140,326,997,12178,6989,7991,8130,31272
447,0,8048,11552,10722,62433,1140,14100,12020,5634,12367,6982,6448,11509,12232,15380,0,22386,7059,8103,798,177,2969,11002,7410,7363,7749,7714,460,6561,997
448,0,8048,11552,10722,62433,1140,14100,12020,5634,12367,8091,8030,31244,31272,31249,7344,7632,10821,5283349,8918,454,22311,7799,10882,3776,180,1031,264,240,7710
449,6448,7749,0,2969,7632,10882,637511,6561,5373603,12367,261,24915,10890,12232,62433,61016,12180,7710,31276,7410,4133,8091,25137858,6549,10821,12020,7583,3776,5281515,2879
450,6448,7749,0,2969,7632,10882,637511,6561,5373603,12367,261,24915,10890,12232,62433,61016,12180,7710,31276,7410,4133,8091,25137858,6549,10821,12020,7583,3776,5281515,7731
451,11552,10882,31244,7848,180,5283349,14286,8797,7731,61016,11124,7583,8030,177,7685,31272,6054,31276,7363,66328,0,0,0,0,0,0,0,0,0,0
452,11552,10882,31244,7848,180,5283349,14286,8797,7731,61016,0,261,25137858,7344,7150,7059,7632,12473,62433,62465,0,0,0,0,0,0,0,0,0,0
453,31272,6736,7714,7165,14896,31276,4133,11552,12348,31244,7344,6501,16666,18827,5634,61016,8892,7966,10722,62444,6561,24915,0,8051,180,66328,7632,14286,12741,6989
454,31272,6736,7714,7165,14896,31276,4133,11552,12348,31244,5373603,1068,0,31249,1031,7150,8842,6590,264,62433,798,8130,7583,261,240,6544,7590,12232,61138,22386
455,61138,8118,8635,16666,5281515,7460,261,7714,15380,8030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,61138,8118,8635,16666,5281515,7460,7590,6184,22386,8797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,22873,176,31276,7600,10882,11002,11552,19789253,798,31272,10430,7685,261,10890,25137858,22201,12348,7991,7731,2758,8186,0,5283349,66328,7165,177,10976,8635,6654,6184
458,22873,176,31276,7600,10882,11002,11552,19789253,798,31272,6590,10821,61138,454,5373603,1031,7762,8103,10560,8130,8148,22386,11124,6549,8051,1146,7710,6989,6448,6054
459,6654,62444,8797,7714,7685,8892,0,62465,7150,14286,7583,1060,22201,78605,61016,7590,1031,454,7344,7966,0,0,0,0,0,0,0,0,0,0
460,6989,12232,6982,798,7762,10890,7632,10882,637511,22386,11124,6549,1146,460,180,2879,15380,31265,4133,12473,0,0,0,0,0,0,0,0,0,0
461,1140,10882,5634,1060,31272,6549,6501,8148,7344,12367,14100,5281515,7059,0,8025,10722,12741,0,5373603,14286,1068,5281168,6590,7519,6184,8051,5283349,637511,62465,8130
462,1140,10882,5634,1060,31272,6549,6501,8148,7344,12367,14100,5281515,7059,0,8025,10722,12741,0,5373603,14286,11002,8797,12232,7583,25137858,454,18827,264,8048,7410
463,2758,12180,7685,12348,637566,264,8103,7966,31244,454,3314,10882,7710,16666,6590,3776,6501,0,7059,8635,8118,7714,12232,997,14286,12741,0,1031,14896,6654
464,7731,12367,19310,8892,180,62444,11124,6054,1068,2879,0,6736,31249,7762,61138,8025,798,12473,31265,25137858,22873,8797,8051,261,7460,460,326,7583,5283349,31272
465,11509,8148,7600,8186,24915,2969,2879,7762,7685,7731,0,176,12178,7710,7991,177,8118,62336,6989,1140,0,0,0,0,0,0,0,0,0,0
466,11509,8148,7600,8186,24915,2969,2879,7762,7685,7731,0,176,12178,7710,7991,61138,12473,0,5283349,12367,0,0,0,0,0,0,0,0,0,0
467,7059,6549,0,1031,31249,7519,7600,7150,8030,14100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,7632,10722,22386,7991,6501,240,3314,637566,6561,62444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,1068,24915,7991,12348,261,6054,7848,8842,5634,240,0,66328,11124,12232,4133,6501,264,7731,22201,8103,0,0,0,0,0,0,0,0,0,0
470,1068,24915,7991,12348,261,10976,31249,7150,2758,1146,19310,1140,12180,8048,7749,8025,1031,62433,8030,7762,0,0,0,0,0,0,0,0,0,0
471,8025,11002,11124,177,637566,176,7714,6989,6448,7165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,8025,11002,11124,177,637566,176,7991,3314,22386,12367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,7150,7848,264,7460,8048,12020,7991,7600,454,31244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,6549,6736,22386,11552,5634,78605,14100,8025,240,8186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,8842,12178,6736,8635,6549,1068,8103,7600,798,0,5634,4133,19789253,176,264,11509,24915,7799,8918,7059,0,0,0,0,0,0,0,0,0,0
476,8842,12178,6736,8635,6549,1068,8103,7600,798,0,2879,10821,6590,12232,6561,62433,14896,2758,12741,0,0,0,0,0,0,0,0,0,0,0
477,62465,6590,8103,2758,6982,62444,6448,12367,4133,1060,1068,7363,2969,14100,1146,16666,24915,326,637511,7410,0,0,0,0,0,0,0,0,0,0
478,62465,6590,8103,2758,6982,62444,6448,12367,4133,1060,1068,7363,2969,14100,1146,6736,7848,7165,12348,11552,0,0,0,0,0,0,0,0,0,0
479,8103,798,78605,7731,7710,24915,10560,12741,31265,7848,12367,997,8892,6448,62433,31244,7685,8051,7165,7966,0,0,0,0,0,0,0,0,0,0
480,8103,798,78605,7731,7710,24915,10560,12741,31265,7848,261,7583,14896,19789253,10821,22386,5283349,4133,6054,10890,0,0,0,0,0,0,0,0,0,0
481,176,7799,8842,10976,6184,6549,11124,1146,19310,14100,460,10560,1068,22311,8030,7714,454,5283349,261,997,18827,61138,0,62444,31249,31276,7966,7519,6989,0
482,176,7799,8842,10976,6184,6549,11124,1146,19310,14100,460,10560,1068,22311,8030,7714,454,5283349,261,997,18827,61138,0,62444,31249,31276,7966,7519,6989,12741
483,1146,7762,6549,31249,7519,62336,5283349,8797,1031,6544,11124,11552,22201,460,22311,180,12178,7150,8025,8148,0,62433,10821,12020,3776,6054,240,7991,15380,8091
484,1146,7762,6549,31249,7519,62336,5283349,8797,1031,6544,11124,11552,22201,460,22311,180,12178,7150,8025,8148,2879,18827,6590,22873,19789253,14286,8918,19310,78605,637511
485,6549,12348,62433,8918,4133,2758,31272,24915,7519,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,6549,12348,62433,8918,4133,2758,31272,24915,7519,5281515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,62433,12741,2969,8918,78605,7799,1140,6501,7710,31265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,6054,12348,22386,31249,264,8842,7762,22311,5283349,31276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,7150,7632,7685,5634,8103,7519,8797,0,7600,14100,176,10821,31276,7460,8048,180,12178,997,177,62465,0,12348,8130,7799,8091,8030,61138,10722,22311,8118
490,7150,7632,7685,5634,8103,7519,8797,0,7600,14100,176,10821,31276,7460,8048,180,12178,997,177,62465,22873,31265,7848,10882,11002,62336,6549,12180,12020,11124
491,62465,7966,7714,2879,61138,10722,6561,12473,261,19789253,6448,6989,12367,62444,12348,14100,7632,8048,62433,11002,61016,22386,8130,7731,7460,6590,0,6736,6544,8025
492,62465,7966,7714,2879,61138,10722,6561,12473,261,19789253,6448,6989,12367,62444,12348,14100,7632,8048,62433,11002,25137858,1031,24915,637566,3776,7583,31265,6184,11509,12020
493,240,6054,0,31265,8025,180,6654,11552,25137858,8091,8118,78605,6989,62465,8103,8048,31244,460,62336,3776,0,0,0,0,0,0,0,0,0,0
494,240,6054,0,31265,8025,180,6654,11552,25137858,8091,8118,78605,6989,62465,8103,11002,2879,7731,12367,176,0,0,0,0,0,0,0,0,0,0
495,12020,7150,15380,6989,19310,176,1068,10430,7710,1060,177,6654,7632,12180,12348,4133,12741,637566,22201,10821,0,0,0,0,0,0,0,0,0,0
496,12020,7150,15380,6989,19310,176,1068,10430,7710,1060,177,6654,7632,12180,12348,4133,12741,637566,22201,62465,0,0,0,0,0,0,0,0,0,0
497,8918,24915,5281515,6184,0,7344,2879,6501,7685,61138,6982,5634,8025,14896,7519,177,6561,997,3314,1060,0,0,0,0,0,0,0,0,0,0
498,8918,24915,5281515,6184,0,62465,8091,7710,6054,1068,7799,12178,11002,7150,7165,10430,62336,2758,11552,7600,0,0,0,0,0,0,0,0,0,0
499,61138,2758,10560,7685,6590,1068,180,7714,31244,0,4133,8118,12180,10976,5281168,31265,7344,7600,6549,637566,0,0,0,0,0,0,0,0,0,0
500,61138,2758,10560,7685,6590,1068,180,7714,31244,0,62433,11552,7710,10430,16666,12367,7632,19310,7059,7363,0,0,0,0,0,0,0,0,0,0
501,7165,7731,2969,62465,1060,8048,10430,6184,8051,10882,14286,0,6544,62433,16666,8091,22311,11002,1068,176,0,0,0,0,0,0,0,0,0,0
502,7165,7731,2969,62465,1060,8048,10430,6184,8051,10882,14286,0,6544,62433,16666,7991,180,7150,1031,12180,0,0,0,0,0,0,0,0,0,0
503,4133,5634,31272,15380,8892,7848,5283349,31249,62465,8797,8030,14100,997,8130,25137858,454,7714,1068,12741,22311,8186,10882,7600,7583,7410,10890,6054,10560,0,78605
504,4133,5634,31272,15380,8892,7848,5283349,31249,62465,8797,8842,8048,14896,10821,8025,19789253,6544,62336,7344,12020,2969,7799,14286,2758,6501,22873,460,12180,1031,6590
505,176,7749,7059,6590,454,12741,3776,31244,6982,6561,261,12348,16666,0,798,11552,14896,7150,10430,1031,0,8103,0,7848,6654,6736,1146,460,7731,14100
506,25137858,10821,15380,10890,10722,22386,19310,6501,8918,31276,5373603,7590,7762,7363,6549,18827,1060,637511,66328,7583,10882,12473,12180,4133,5283349,62433,8091,264,3314,12178
507,7991,22311,5281515,22386,24915,8030,62336,5373603,7363,10976,7590,10821,8842,1068,3776,12020,8048,177,15380,0,0,0,0,0,0,0,0,0,0,0
508,7165,7848,0,7632,264,61138,25137858,8025,62444,6549,12180,7799,12367,4133,10722,18827,10882,460,637511,6654,0,0,0,0,0,0,0,0,0,0
509,176,7059,7590,4133,31272,2969,7344,6054,6736,8186,19310,7150,3314,240,1146,7632,7165,7714,18827,8118,6590,177,997,7410,8051,8842,261,12367,15380,24915
510,176,7059,7590,4133,31272,2969,7344,6054,6736,8186,19310,7150,3314,240,1146,7632,7165,7714,18827,8118,61016,31265,7600,7363,10890,8148,5281168,1060,6561,8918
511,7762,12348,66328,3314,8051,176,62433,7799,8842,7632,7583,261,637566,10976,8048,2758,6448,454,7410,0,0,0,0,0,0,0,0,0,0,0
512,7762,12348,66328,3314,8051,176,62433,7799,8842,7632,7583,261,637566,10976,8048,61138,19789253,5283349,31276,8118,0,0,0,0,0,0,0,0,0,0
513,19789253,6654,19310,22386,62465,11552,8842,1068,8186,6590,997,8635,6184,61016,6544,6736,11509,25137858,12473,3314,0,0,0,0,0,0,0,0,0,0
514,10430,454,22311,3776,240,2758,10821,7519,6054,8091,6989,6549,31276,7363,7150,637511,7710,8892,6501,2969,0,0,0,0,0,0,0,0,0,0
515,16666,19310,62465,7848,22311,7991,1060,8051,8118,6590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
